population,householdsize,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,ViolentCrimesPerPop
111183,2.09,41472,86.8,0.58,50.03,13.5,3.06,13.91,50812,25509,30740,13798,22573,16351,10647,12435,60.72,77.59,61.34,69.69,76.46,4158,7.23,659.56
11163,2.52,27065,78.27,0.73,36.69,30.41,6.95,17.74,32478,13928,15956,6203,7786,6992,4614,6400,64.02,86.79,65.76,77.18,77.86,375,4.37,1292.78
16202,2.55,39887,89.09,0.77,41.65,13.6,3.66,9.94,44626,17574,18854,9975,25758,10078,0,11828,74.16,88.38,80.02,68.27,72.67,319,2.95,150.18
23260,3.08,48121,93.32,0.43,45.68,9.17,1.79,7.2,49768,17237,17520,14906,13337,18123,11340,12573,87.43,95.14,88.05,71.23,76,157,1.2,349.87
27099,2.56,43172,79.62,0.5,56.62,31.74,3.15,17.62,51252,19739,20020,19914,22800,15377,13750,14645,82.27,94.6,78.22,49.88,64.83,102,0.54,279.55
11820,2.55,23887,73.54,0,30.39,25.73,13.66,15.88,28750,10718,10911,8542,8704,2095,9258,8604,60.52,58.34,70.07,43.61,53.47,552,5.42,739.25
12652,3.84,16922,72.27,1.73,16.86,32.14,24.49,12.06,17999,5586,5882,21635,21500,688,4075,4491,62.72,70.62,71.76,48.98,56.67,447,3.45,284.75
121697,2.3,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,8981,10161,66.08,78.01,72.5,65.88,71.2,2631,2.83,822.7
369879,2.41,20747,67.59,0.31,39.11,34.54,13.75,18.81,27484,12580,14540,7311,12732,10506,6805,10784,52.24,62.44,59.45,51.35,60.59,21464,7.78,1262.47
25651,2.45,43888,72.61,0.59,63.59,40.45,2.9,27.88,53111,22246,22300,13950,7308,24309,35625,16493,80.92,92.58,85.78,63.79,74.07,150,0.76,210.28
18624,2.66,31270,81.94,0.74,40.09,25.82,6.02,13.14,37541,12728,12780,9193,0,10506,16063,15777,74.58,83.92,81.36,67.2,72.37,183,1.27,464.08
14451,2.35,34183,70.02,0.4,65.55,37.82,2.43,25.15,42345,17917,17944,19955,5400,6711,529,25639,83.33,86.57,78.69,61.39,63.98,62,0.55,42.54
71742,2.47,39905,75.39,0.62,53.95,37.02,3.23,20.22,48033,18950,19241,13412,8078,17846,12612,13044,80.21,89.64,83.87,57.55,69.63,570,1.16,205.68
45608,2.87,39886,79.25,0.9,41.21,24.84,7.01,15.13,45212,15882,15975,12213,10170,22262,9148,10634,77.34,87.46,77,57.62,69.71,662,2.1,896.83
87758,2.6,26826,85.33,1.56,50.49,15.14,3.62,9.88,37491,13439,13790,8160,8084,10423,7487,7479,77.78,89.08,76.25,61.26,69.72,602,1.3,383.57
18045,2.56,37082,75.69,0.68,56.31,33.18,4.61,17.71,42905,18695,18551,15391,14111,37530,7778,10064,81.77,88.78,83.84,63.77,72.11,211,1.6,75.22
51638,3.77,29770,80.37,0.87,28.07,20.08,17.5,11.88,30905,9796,12601,10771,9424,8792,7539,8413,66.59,80.16,78,49.53,55.16,2109,5.27,1262.31
16234,2.37,23579,72.63,0.81,52.55,25.86,4.78,18.19,32188,12898,13278,3463,9021,4587,3832,5668,65.55,80.62,60.65,66.46,78.68,175,1.66,144.9
10084,2.75,41670,75.4,0.93,56.26,34.39,1.99,11.43,49597,21428,25186,8298,800,22334,8254,13821,72.66,84.01,72.78,72.58,77.59,172,2.78,1425.33
26326,2.18,27708,80.8,0.66,36.19,22.98,4.59,11.62,32611,15273,16645,8824,8089,9078,6748,9319,59.9,70.87,56.28,67.88,74.23,962,6.27,1607.89
17753,2.44,19343,69.52,0.3,32.47,36.23,8.66,21.72,23860,10160,10259,6521,4500,2192,0,7468,64.52,71.77,72.27,65.42,70.47,274,1.72,121.81
21700,2.94,21433,75.2,4.11,32.99,28.78,9.2,9.87,24965,10264,13193,5663,9385,4364,4906,4986,70.4,86.08,82.73,59.78,66.11,494,2.65,567.16
15743,2.55,29116,77.71,0.16,42.04,28.23,6.33,16.73,35658,14824,14858,0,6512,11622,20531,17073,70.57,74.5,82.32,66.76,75.21,307,2.62,627.91
22095,2.98,50679,85.76,0.28,51.83,19.7,4.13,14.52,54628,18228,18263,17070,26708,15959,8452,22692,85.13,96.62,85.28,58,68.56,89,0.6,69.34
21080,2.14,22709,72.84,0.37,35.04,28.18,11.63,18.47,28158,13000,15998,10322,6624,30390,12545,8681,46.07,63.39,54.17,56.59,66.01,1204,8.16,2586.29
12069,3.2,19017,76.78,2.22,15.81,27.47,17,6.87,22833,7548,7569,6518,12039,0,8091,5433,73.65,91.01,83.79,47.58,54.37,242,2.04,235.59
53540,2.5,25306,71.58,0.37,37.65,30.34,14.23,19.65,31115,12963,13826,8363,10403,21572,8676,9684,57.6,66.02,61.65,60.11,68.73,2548,5.83,?
21435,3.48,26875,86.12,1.31,35.53,14.56,6.31,18.43,28678,8672,9149,5615,1957,6728,6415,6776,76.2,84.18,77.32,58.01,66.32,392,2.63,180.13
72411,2.25,29683,64.92,0.44,46.49,40.34,5.48,17.17,35559,17382,21714,6416,151620,14767,10743,12685,45.27,67.94,59.32,62.25,70.64,4619,8.12,2682.28
11622,2.93,41338,88.15,2.09,61.33,20.83,1.86,10.79,43575,15044,15049,16962,11571,16507,0,20642,88.42,97.09,90.48,61.1,74.01,56,0.73,16.92
16392,3.08,60566,90.66,0.99,58.51,18.17,2.63,13.84,63047,21878,21986,31196,272,16230,0,27103,88.74,97.52,89.86,61.62,70.78,57,0.51,94.15
15745,2.46,27893,83.01,0.39,20.45,21.25,9.09,17.06,31856,13301,15070,13103,19591,14922,7347,14696,45.91,49.33,48.05,71.36,82.65,888,8.28,929.91
19220,2.76,28860,84.51,1.09,32.86,19.97,3.88,11.4,34986,12559,13683,7770,13895,5923,5680,6803,70.4,76.28,73.8,49.03,63.32,233,1.65,350.93
69961,2.44,28415,76.89,0.62,38.21,25.21,10.71,16.66,33493,13829,14322,8954,6756,8542,9678,10291,62.62,72.25,67.93,49.52,60.28,1882,3.71,530.22
53310,2.41,33951,85.31,0.56,50.18,16.87,3.35,11.81,41483,17107,17723,10977,15329,11975,8790,9661,76.78,85.98,77.81,60.33,70.19,540,1.62,316.1
11199,2.53,25300,73.74,1.52,39.77,30.56,10.72,18.57,32964,12299,12595,8702,3488,6882,1955,8623,69.46,81.31,76.59,64.31,74.45,173,1.88,421.76
14732,2.99,39261,87.11,0.68,35.42,15.1,3.72,9.27,42446,13645,14083,10395,9221,10611,12000,7332,80.57,98.26,87.95,65.19,68.02,111,1.08,137.94
11677,2.65,24868,76.24,0.62,33.43,32.29,6.48,14.94,29955,11175,11165,0,11213,30125,0,5974,70.72,77.47,78.43,60.2,72.71,108,1.03,216.87
10539,2.68,48864,85.27,0.64,55.57,26.59,3.66,18.45,54145,19283,19343,12226,0,26863,13500,16454,80.91,94.71,84.04,57.93,67.5,66,0.86,54.25
157615,2.58,24915,78.31,1.4,35.22,24.44,5.66,12.28,30144,12744,14025,6382,9511,8693,5899,6314,70.71,79.75,76.4,60.62,68.61,3039,2.46,671.46
18867,2.37,30565,72.59,0.34,54.47,35.38,5.39,25.49,37949,15289,15498,10868,11000,17018,5489,9443,76.7,85.91,74.95,61.55,74.07,217,1.5,309.84
40213,2.99,28838,83.53,0.43,21.64,16.71,12.25,11.28,30750,10924,12625,9049,10695,11208,7918,8010,62.92,75.42,74.43,52.54,59.09,1726,6.06,1095.4
43063,2.97,46756,86.16,0.26,57.57,23.08,3.73,16.93,51081,17479,17569,15157,12049,15758,13188,12993,83.78,92.42,89.96,55.1,69.13,307,1.02,106.23
11290,2.56,38017,84.28,1.28,46.42,20.53,2.11,16.03,44717,17471,19026,8601,25096,32887,0,14930,77.5,89.89,73.87,66.85,68.78,129,1.7,123.33
25905,2.91,42026,88.52,0.68,44.08,15.81,4.28,11.84,45607,16424,16505,13284,17592,10273,11617,11482,84.44,90.8,86.7,54.49,64.26,218,1.25,?
25083,2.93,69904,90.15,0.66,70.21,16.78,1.63,13.07,75732,28853,28849,21489,58000,31869,6130,21241,90.77,98.03,87.78,53.91,63.87,66,0.39,23.52
143050,3.21,39882,84.78,0.61,35.25,19.72,9.42,14.63,41930,13976,16069,16515,12939,9827,8071,8412,68.8,86.85,76.93,60.23,66.04,2606,2.55,616.67
32509,2.88,63533,90.14,0.55,65.63,20.41,2.54,14.82,67323,26007,26200,16936,21015,27027,6727,16008,87.89,95.23,84.94,61.01,73.89,285,1.29,88.7
22580,4.01,32128,82.62,0.71,20.61,22.3,12.18,13.04,32070,8876,11715,9836,10362,8927,6899,7381,66.15,82.08,82.95,54.11,56.54,1150,6.53,1129.23
28703,2.92,51762,79.04,1.31,68.72,27.46,3.22,16.64,71883,28516,29243,9906,8333,27432,24256,15885,85.5,96.11,83.92,53.2,61.13,85,0.49,58.23
25945,2.46,22085,74.57,1.07,32.39,30.04,9.94,14.78,28359,11828,12399,7223,5721,11200,9231,6191,66.72,77.27,69.53,67.46,73.04,793,3.56,1292.18
23304,2.62,21040,66.58,0.36,39.44,35.92,12.68,19.97,26238,9873,10455,6050,8537,5780,498,7333,61.89,71.56,74.26,54.09,62.72,729,3.85,1013.71
29151,2.8,61070,82.17,0.6,62.65,21.94,3.64,15.21,70757,26327,26442,29957,31504,22929,24003,19743,86.89,93.69,86.82,53.32,66.84,217,1.03,103.65
210943,3.07,26876,73.47,0.77,29.84,24.22,21.3,15.57,30315,11331,14141,7789,8358,6914,8704,7884,63.94,75.84,73.25,47.6,55.78,8807,5.48,1564.23
13020,2.88,37245,84.81,0.75,48.61,21.12,3.14,14.57,40564,14948,15023,5093,1400,3333,35888,6103,78.73,88.49,86.45,71.39,79.46,200,2.13,91.37
25084,2.54,28964,79.51,0.54,38.95,26.72,8.19,15.39,33934,12704,12895,9742,5530,6864,16879,11473,66.86,76.61,71.16,56.22,64.39,499,2.79,?
12133,2.48,30907,80.84,0.63,47.59,29.2,4.71,14.49,34865,14692,14848,10400,11825,7780,6687,10607,78.21,86.08,76.64,73.74,81.25,184,2.21,125.67
10066,2.96,20078,67,0.83,32.17,33.23,17.71,16.94,26087,9005,9680,7999,9743,1025,5591,6773,50.16,70.72,61.05,55.2,66.56,616,8.1,?
17779,2.62,38619,83.34,1.19,57.78,25.44,1.74,18.22,45938,17245,17400,14341,6335,16194,13656,9232,77.52,90.19,77.24,70.71,74.61,149,1.12,786.35
26455,2.3,22517,61.73,0.44,49.99,42.7,4.81,26.02,29473,13851,14109,4068,7049,15217,7618,7920,71.03,86.73,78.24,58.09,68.22,238,1.06,438.76
22762,3.65,21054,80.13,1.24,17.57,27.35,18.65,10.93,21787,7491,11418,5192,6320,7544,5699,5975,61.53,68.64,76.11,58.93,66.59,1139,5.28,747.58
16901,2.54,25823,72.72,1.45,33.4,29.37,8.64,15.04,33243,12954,14323,6846,10871,8737,0,22321,71.08,81.71,72.81,60.72,66.87,394,2.74,556.88
19513,2.76,39995,86.21,0.78,54.16,22.16,3.85,15.1,44192,15467,15575,16121,7355,15610,7971,8591,84.29,93.07,88.43,66.98,74.98,149,1.07,128.51
21101,2.32,26728,78.01,0.47,38.53,29.87,2.51,17.15,30970,13989,13978,16247,9030,14515,0,5428,70.71,89.32,73.2,62.87,74.47,100,0.64,284.54
100850,2.81,48645,81.97,0.53,63.54,27.61,2.55,21.45,53523,19145,19172,14107,31495,16220,21956,22473,85.96,95.96,87.36,58.97,66.93,375,0.47,?
27025,2.43,21812,68.1,0.48,40.8,30.5,15.74,18.87,28542,12915,13691,6368,6427,8137,5586,8868,61.51,74.28,62.27,54.53,63.59,409,1.99,1089.42
108635,2.77,32895,76.46,1.15,41.63,25.99,7.52,16.7,37558,14647,15586,10548,9018,14024,6855,7419,69.03,81.29,73.99,60.2,67.47,2453,3.27,624.28
12123,2.01,35862,63.2,0.25,62.11,41.26,3.31,35.81,43898,23359,23568,13000,10081,11914,0,10938,66.79,81.5,81.24,54.51,67.47,83,0.79,620.31
14378,2.51,34796,68.44,1.38,51.95,36.54,6.98,23.68,40504,16583,16812,14671,13590,16472,8285,10363,75.46,84.54,77.99,62.71,70.92,202,1.88,696.31
14116,2.16,34417,76.85,0.93,63.93,28.28,2.39,13.13,49429,22615,22917,9592,10710,19128,13183,13255,81.55,93.27,79.62,62.68,72.12,103,1.1,161.4
12778,3.05,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,11754,10183,0,11566,7807,7269,76.55,89.96,81.12,66.73,71.34,118,1.22,618.06
25098,1.88,32834,52.5,0.8,63.66,50.9,3.57,30.04,51381,25695,25729,20543,15092,29765,14445,18320,80.59,87.21,79.77,52.09,68.34,96,0.5,243.44
44350,2.82,24234,75.09,0.32,42.52,30,8.39,23.54,28821,11171,11567,7940,8166,11273,4850,4583,71.38,78.27,76.92,57.04,66.74,860,2.66,140.42
18296,2.33,19110,58.89,0.32,35.58,43.82,9.96,25.07,27945,12371,13544,5952,16291,45598,0,24086,60.89,68.5,73.67,47.56,64.18,589,3.54,1199.16
266406,3.04,39620,86.33,0.67,35.56,18.04,6.57,12.78,43133,15746,17677,15433,17389,15044,7296,8240,68.15,85.23,77.75,61.54,68.12,6737,3.79,?
83816,2.7,58947,83.59,0.69,61.56,25,2.6,17.35,69707,29627,32296,16369,21377,27887,14247,16870,77.06,94.09,85.16,53.69,64.18,1207,2.22,233.77
22776,2.8,46007,88.69,0.42,54.06,15.6,1.7,13.92,50699,18798,19444,15234,9242,16756,10166,11835,84.68,95.05,91.93,57.65,63.39,53,0.35,66.52
47669,3.67,29015,82.87,0.17,19.07,17.36,13.46,9.78,30540,9429,10697,10428,11244,10813,7071,7225,60.64,75.66,72.13,50.41,57.64,3242,9.17,1964.89
20210,2.33,18370,60.74,0.5,40.93,42.01,9.8,26.27,26550,10782,11161,6183,3912,4385,909,7661,66.39,72.59,72.09,51.82,62.2,606,3.79,521.89
14745,3.07,21120,77.55,4.35,28.2,27.08,10.57,7.22,24326,8977,10782,5894,8129,3872,4697,4728,70.93,84.17,76.43,55.81,58.55,285,1.94,455.99
46070,2.32,48936,74.81,1.15,70.2,32.15,2.01,18.83,64127,32301,32375,21852,30374,33834,16522,18413,86.33,97.05,90.34,62.43,66.69,135,0.36,?
19380,2.62,38410,85.57,0.3,43.24,21.49,3.06,14.06,43531,17276,17340,14565,6288,21284,20312,38203,78.18,88.19,77.27,56.32,67.33,363,2.66,142.71
20125,2.52,28035,73.86,0.99,41.37,32.6,9.52,16.95,35430,13207,13407,9115,2133,12393,4628,3578,68.99,76.54,78.17,59.03,66.67,460,2.96,816.99
19926,2.69,42658,89.11,0.76,52.15,16.2,1.3,11.45,48613,18411,18389,9070,9188,32131,13476,14517,85,94.38,79.56,54.37,61.61,50,0.38,24.29
14979,2.79,21105,74.97,0.65,25.96,26.17,7.25,12.42,24270,9531,9758,6183,5726,4967,31609,8739,69.48,85.07,74.15,67.5,72.56,183,1.48,105.23
20612,2.66,25026,74.26,0.45,37.18,30.87,9.85,18.16,29073,11490,11494,7575,8505,54657,3139,6966,71.73,77.63,77.47,59.52,69.39,393,2.31,210.81
22477,2.88,39378,89.34,1.1,45.7,12.81,3.58,9.59,42226,15184,15296,11480,7265,6672,15322,10238,76.55,82.03,81.6,76.59,80.53,410,2.54,?
10063,2.77,46426,86.56,1.73,51.96,19.9,2.76,13.83,52200,17725,17843,14068,2833,7291,0,13281,84.16,92.88,83.29,68.06,76.02,49,0.79,87.96
41100,2.46,46374,76.78,1.01,48.11,23.47,2.69,17.09,55026,23841,24416,12671,38290,21158,12306,12271,76.82,92.26,70.8,57.93,65.06,309,1.15,315.14
38091,2.41,32645,74.42,0.55,39.87,28.27,8.73,15.92,40777,16155,16748,9730,5873,13270,4888,6814,65.16,71.94,68.23,54.03,65.37,737,2.9,230.76
126481,2.45,34054,84.84,1.01,50.72,18.37,3.42,14.81,40231,16726,17061,12238,15745,11833,11452,11390,69.33,78.97,74.14,71.41,77.61,1519,1.73,493.93
358548,2.75,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,6494,11615,6752,8705,42.21,54.24,56.78,57.24,63.53,33871,13.06,3829.21
26716,3.15,58028,80.22,1.01,60,29.06,2.35,15.96,63078,20944,21325,14568,27400,19044,8432,13619,91.43,98.59,92.69,42.17,57.19,105,0.56,89.44
14985,2.56,35545,81.47,0.95,46.81,22.45,4.68,17.04,44361,16986,17049,14098,10186,22775,9194,21922,76.47,86.59,85.01,63.13,76.25,121,1.26,428.64
16127,2.72,23153,78.08,0.42,26.73,28.3,9.57,10.22,27851,11070,14297,6518,4407,10153,8498,9432,48.19,62.8,61.72,66.26,74.94,1485,11.23,900.31
18170,2.73,25452,79.38,1.93,32.72,21.28,7.69,9.85,32298,11934,14720,6633,13865,7062,5465,5958,66.22,79.89,74.73,53.5,58.71,478,3.26,592.36
16192,2.61,33253,80.87,1.23,44.09,25.03,2.91,16.89,37881,14248,14289,2629,14753,9700,14217,10572,79.17,88.07,89.3,55.67,60.13,45,0.36,133.38
11038,2.71,24887,70.48,0,29.28,32.69,11.79,22.73,29013,10570,12938,7544,6448,8008,4820,7335,42.71,58.04,47.54,56.46,67.78,1318,13.77,1054.23
15648,2.45,35550,92.44,0.93,53.03,8.91,2.84,5.42,42970,17668,18215,8912,10400,12080,5452,4949,78.87,88.33,73.07,70.24,77.6,135,1.87,232.83
11997,2.92,41129,86.84,0.66,46.89,18.97,3.67,14.52,44638,15711,16735,10148,0,13882,12174,19944,78,85.02,70.48,58.38,68.07,273,3.93,450.75
384736,2.5,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,8622,9315,66.04,76.7,72.57,62.1,70.24,10309,3.69,1595.37
22965,2.4,44688,78.28,0.37,56.48,27.02,1.47,15.11,51654,26185,25816,15298,29078,61962,3043,18358,78.94,90.75,77.65,69.62,76.67,110,0.67,343.74
25355,2.71,38180,81.58,0.53,41.65,24.97,5.96,15.44,45276,15980,16186,14978,14250,11158,5396,8797,76.4,87.91,82.35,60.19,71.12,405,2.33,15.14
15197,2.5,18551,77.96,1.06,43.21,20.43,8.81,12.49,28549,10676,11021,6129,10306,4001,5309,6416,60.14,71.33,53.4,54.29,66.3,203,2.57,399.28
53762,3.42,46988,90.27,0.59,38.79,14.43,9.71,11.33,49834,14865,16895,15648,19741,13493,10838,11494,73.74,88.58,82.09,67.12,73.46,966,2.53,551.55
22122,2.68,25369,76.82,0.32,28.23,26.49,8.38,12.08,31869,12043,15455,7174,319,7203,1273,7236,56.67,64.15,66.25,79.3,79.93,1292,7.26,2728.14
42762,2.54,37644,81.61,0.87,49.04,23.45,4.83,14.54,44339,17814,18697,13316,16296,10532,8397,10468,65.11,76.47,68.71,65.8,74.47,1193,4.75,220.58
16366,2.96,71996,93.04,0.67,68.43,9.18,0.6,7.93,75035,30737,31207,23722,0,24242,10818,11520,92.36,98.81,90.16,48.25,59.21,40,0.43,64.07
48478,2.64,50475,89.21,0.83,57.92,17.5,2.54,11.2,58531,22137,22897,21543,10330,17001,11871,16579,83.32,94.13,86.13,56.43,66.33,307,1.01,148.57
41659,2.79,79797,84.41,1.3,68.32,20.73,1.85,19.69,87525,36509,38958,35795,12513,27831,35293,25035,86.29,95.6,88.46,41.74,53.23,242,0.8,324.61
11727,2,21397,54.78,0.8,51.16,50.86,4.5,26.89,27824,13842,14181,6628,12743,8807,6605,11181,59.6,74.95,72.23,77.18,81.36,82,0.81,1305.64
13902,2.48,25532,73.4,0.16,40.09,32.59,7.91,19.3,30060,11552,11603,12899,7330,5827,0,14582,69.79,69.42,81.96,65.24,73.47,326,2.81,286.49
46380,2.3,21552,71.28,0.52,36.08,29.04,11.02,17.08,26927,12606,12985,7398,10265,8002,6129,7421,56.7,67.84,66.72,53.01,62.2,1321,3.64,865.28
46567,3.07,38463,82.99,0.17,30.78,21.76,9.13,11.85,42238,14742,19070,13496,13027,15418,9673,9252,47.74,66.46,57.5,73.85,79.1,4120,12.27,1576.9
15337,2.54,25053,63.6,0.23,41.62,42.09,5.3,25.9,26652,11025,11034,12254,8967,11586,0,9299,71.14,79.6,72.91,60.46,68.99,54,0.43,981.19
15489,2.79,43500,76.23,1.44,45.52,28.93,2.52,21.75,48150,17412,17562,14469,12514,7520,10616,12484,84.48,94.07,87.66,47.75,64.9,69,0.61,541.89
28540,2.66,26336,76.18,0,37.57,27.94,10.26,14.94,31274,12971,14424,9845,8587,9575,7255,8020,52.05,63.92,56.52,60.88,66.26,1234,7.02,710.78
31100,2.81,38789,77.21,0.7,47.84,25.51,5.24,16.1,44768,16107,17489,11831,18713,12503,12558,13138,74.43,85.17,79.64,59.71,66.44,403,1.8,542.71
11077,2.86,40633,84.13,1.96,46.66,18.59,3.05,13.88,46623,15611,16515,6240,0,44420,11000,10106,78.39,94.1,85.6,68.84,74.35,146,1.86,214.53
18372,2.32,16751,56.84,0.34,29.23,39.09,18.57,20.86,20566,9562,10011,7186,3711,5536,15091,9956,53.9,62.41,53.56,40.41,47.59,918,6.68,?
10888,2.91,67833,92.07,1.36,62.6,16.92,1.66,11.64,72634,26630,26817,26311,40911,20753,44362,25839,90.5,98.49,90.32,55.32,71.71,18,0.29,76.9
11818,4.94,42477,84.31,0.76,73.53,20.3,3.51,18.1,60157,12774,12931,5581,0,6596,21777,11308,84.59,93.4,71.43,55.74,69.9,142,3.71,108.87
13367,2.86,41372,76.2,0.62,56.09,31.66,3.39,22.3,47445,17037,17113,10632,22065,0,492,6694,83.73,94.4,92.75,59.87,69.15,91,0.82,276.81
13055,2.76,47643,83.45,0.25,53.53,28.09,3.45,21.3,52858,18834,18919,17559,0,19362,10385,13820,81.65,94.8,85.53,56.65,69.83,104,1.12,141.44
10823,2.34,27698,70.55,0.19,54.18,35.45,3.42,22.22,36000,13290,13309,22406,20332,6784,10000,10572,78.8,93.97,75.8,53.87,62.37,31,0.38,237.1
36176,3.13,51984,92.97,1.24,49.23,10.06,1.73,9.01,54515,18764,21667,14422,23154,14640,11813,14696,81.19,93.91,79.24,75.64,79.08,442,2.04,223.06
37861,3.15,50471,91.37,1.11,43.72,14.92,6.94,13.36,51896,16721,18029,15657,12983,14600,11866,11765,74.04,86.25,83.84,60.15,69.29,550,2.07,809.72
13645,2.23,27366,72.6,0.36,40.47,33.48,5.57,24.34,34347,14422,14628,10127,0,10125,0,28967,69.48,78.24,69.89,68.73,72.56,145,1.29,208.13
117229,2.43,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,15875,18457,12448,13631,71.96,88.06,76.12,63.33,69.94,1741,2.35,249.62
42045,2.42,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,13914,18751,9671,13465,51.67,61.82,57.96,53.82,65.43,2282,6.17,1622.96
17905,2.63,56468,89.92,0.75,61.83,14.69,2.25,11.66,64016,27731,29004,17092,6346,18305,10984,14395,82.11,92.16,70.2,41.19,58.16,136,1.36,80.24
130069,2.26,39037,76.21,0.81,52.96,27.53,2.55,16.11,48202,23482,23876,18996,9044,18708,9802,12176,74.32,87.24,75.05,60.43,65.92,970,1.02,251.6
12844,3,54935,84.76,0.89,61.79,27.37,2.55,15.55,61121,20888,21044,24163,0,13771,12398,20436,88.02,97.32,88.31,59.24,68.56,37,0.38,112.75
89443,2.7,31544,81.25,1.72,42.65,21.41,4.67,10.5,37061,16201,18493,6679,13084,20716,5854,6054,73.8,85.31,77.22,56.13,64.03,1691,2.49,457.27
24559,2.7,51679,88.39,0.51,54.29,14.73,2.21,8.27,62727,24962,25387,22324,14318,23065,18643,16272,85,93.86,85.9,59.83,66.22,112,0.71,269.6
12084,3.07,46875,86.75,0.81,52.68,19.37,2.73,14.72,50665,17523,17583,14172,5354,0,4643,12604,85.53,92.92,89.1,51.45,70.28,52,0.62,81.34
30705,3.24,17394,74.52,1.95,23.75,23.37,16.98,13.58,19097,7522,8965,7759,5815,5652,4606,5488,67.87,80.71,82,43.92,49.2,994,3.56,302.47
12105,2.82,33524,81.5,1.64,45.25,24.37,4.37,19.88,37023,14031,14170,15661,4017,10925,11048,15422,79.32,88.38,77.34,69.75,75.32,87,0.82,173.4
13443,3.31,23415,81.87,3.24,40.67,22.81,3.76,15.86,28758,8960,9152,1897,4331,8124,8053,7282,82.99,91.29,84.07,52.24,65.28,114,1.14,93.16
21325,2.41,25790,72.99,0.69,42.34,29.33,9.07,17.58,33288,13209,13239,11790,6727,13804,2000,4392,67.27,71.53,75.73,70.92,76.21,321,1.84,161.73
16117,2.2,33385,73.64,1.2,54.45,28.43,4.19,19.64,40156,19533,19921,17079,22376,16544,8872,18348,69.02,86.47,72.13,63.43,75.89,156,1.42,554.08
28743,2.92,14816,84.5,1.39,29.75,15,6.04,8.37,23757,8103,8450,10093,25255,7332,5423,5627,57.68,75.19,67.69,59.17,68.38,611,4.32,461.98
15607,3.04,38108,87.14,2.47,39.26,15.36,2.8,10.05,41826,14506,14997,8100,17933,11024,6865,7736,81.47,90.84,84.58,56.14,65.64,108,1.06,659.78
20779,3.06,60830,85.9,1.67,63.36,19.16,1.39,13.51,65537,22747,22907,15795,15322,18661,16152,10050,87.77,96.31,88.51,53.17,65.09,121,0.86,28.45
18168,2.87,24244,74.37,1.8,30.82,28.76,6.9,12.49,30547,10722,12538,5422,10830,8497,6263,6643,65.93,77.55,72.97,62.64,72.17,765,5.28,661.06
13899,2.88,28642,78.99,0.21,26.35,27.95,6.12,19.5,31882,10343,10542,12929,0,600,7377,7920,68.98,79.92,79.49,50.56,59.5,242,2.1,692.02
36326,2.71,36097,85.1,0.99,39.63,18.13,6.27,13.34,41707,14861,15073,14723,18980,12226,11157,11967,73.31,86.94,73.91,61.54,71.87,317,1.5,957.64
19373,3.04,51524,93.85,0.46,51.66,11.79,1.32,8.19,54356,18324,18650,11162,9348,16414,11171,14008,87.65,95.21,93.08,59.52,69.75,218,1.89,?
33102,2.48,30007,79.94,0.91,37.01,22.1,8.49,14.52,35198,13866,14214,12190,8060,10138,9482,9185,63.26,74.62,70.26,58.22,69,737,2.98,447.63
46521,2.63,36006,93.03,0.77,35.3,10.85,1.81,5.86,41381,15316,15678,13438,14996,14650,10031,9588,78.77,91.63,83.28,71.44,75.85,446,1.68,293.63
44683,2.56,21932,79.36,0.48,33.25,23.3,9.46,13.36,25431,10222,10306,6931,9064,8853,8465,6719,64,77.03,70.92,54.96,65.64,940,2.89,515.95
14842,2.87,25953,79.06,1.25,38.55,25.43,6.2,13.42,31201,12048,12846,7184,11627,7945,6505,5632,72.64,78.56,76.21,67.7,76.4,170,1.58,278.88
31846,2.84,38717,82.78,0.28,48,26.59,4.65,23.9,42364,14257,14268,13563,10712,10812,32969,15770,77.04,91.73,84.35,61.33,68.95,297,1.14,?
17541,2.84,53761,85.62,0.5,58.63,22.04,1.07,13.97,59517,20528,20657,16244,19038,17685,11941,15575,84.53,96.44,85.06,49.7,66.9,100,0.89,95.47
48761,2.55,30005,78.75,0.75,37.34,26.12,6.36,15.4,36154,14374,15725,7265,10834,23520,15253,18178,69.4,83.91,76.78,54.69,65.46,1250,3.27,521.87
17363,2.39,19894,70.2,0.26,30.28,31.04,14.86,16.71,25102,10893,14477,6436,4748,2508,6916,9853,48.71,56.81,54.04,57.54,66.8,1276,8.2,2210.88
159789,2.53,32295,82.73,1,44.7,19.74,4.66,18.6,39961,16204,18910,8293,11032,15355,15978,13911,68.35,82.27,72.41,61.46,69.35,4028,3.51,1343.3
